locus	product	gene 	main role	subrole	regulation	developmental phenotype	core sporulation gene	reference
MXAN0327	collagen triple helix repeat protein		Unknown function	General	not reg			
MXAN0351	thioredoxin domain protein		Unknown function	General	not reg			
MXAN0400	phosphatidylethanolamine-binding protein		Unknown function	General	not reg			
MXAN0409	cupin domain protein		Unknown function	General	not reg			
MXAN0418	LysM domain protein		Unknown function	General	not reg			
MXAN0438	MOSC domain protein		Unknown function	General	not reg			
MXAN0503			Unknown function	General	not reg			
MXAN0540	"ATP-binding protein, ClpX family"		Unknown function	General	not reg			
MXAN0548	glutathione S-transferase domain protein		Unknown function	General	not reg			
MXAN0557	cupin domain protein		Unknown function	General	not reg			
MXAN0563	LysM domain protein		Unknown function	General	not reg			
MXAN0587	trypsin domain protein		Unknown function	General	not reg			
MXAN0633	DNA-binding protein		Unknown function	General	not reg			
MXAN0639	adenylate/guanylate cyclase domain protein		Unknown function	General	not reg			
MXAN0676	Aha1 domain protien		Unknown function	General	not reg			
MXAN0680	DGPF domain protein		Unknown function	General	not reg			
MXAN0752	WD domain G-beta repeat protein		Unknown function	General	not reg			
MXAN0761	thioesterase-like protein		Unknown function	General	not reg			
MXAN0765	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN0864	glutathione S-transferase domain protein		Unknown function	General	not reg			
MXAN0874	glutathione S-transferase domain protein		Unknown function	General	not reg			
MXAN0889	RCC1 repeat domain protein		Unknown function	General	not reg			
MXAN0946	jmjC domain protein		Unknown function	General	not reg			
MXAN0949	AMP-binding protein		Unknown function	General	not reg			
MXAN1075	phosphoribosyl transferase domain protein		Unknown function	General	not reg			
MXAN1090	"general secretory system II protein E, N-terminal domain protein"		Unknown function	General	not reg			
MXAN1106	PT repeat/DnaJ domain/tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN1119	rhomboid family protein		Unknown function	General	not reg			
MXAN1134	adenylate/guanylate cyclase domain protein		Unknown function	General	not reg			
MXAN1144	TPR domain protein		Unknown function	General	not reg			
MXAN1145	DnaJ domain/tetratricopeptide repeat domain protein		Unknown function	General	not reg			
MXAN1152	Rrf2 family protein		Unknown function	General	not reg			
MXAN1164	GAF domain protein		Unknown function	General	not reg			
MXAN1173	ErfK/YbiS/YcfS/YnhG family protein		Unknown function	General	not reg			
MXAN1226	fibronectin type III domain protein		Unknown function	General	not reg			
MXAN1235	ComF domain protein		Unknown function	General	not reg			
MXAN1240	iojap-like protein		Unknown function	General	not reg			
MXAN1241	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN1269	patatin-like phospholipase family protein		Unknown function	General	not reg			
MXAN1273	adenylate and guanylate cyclase catalytic domain protein		Unknown function	General	not reg			
MXAN1301	CBS/transporter associated domain protein		Unknown function	General	not reg			
MXAN1324	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN1327	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN1330	FHA domain protein		Unknown function	General	not reg			
MXAN1497	PQQ enzyme repeat domain protein		Unknown function	General	not reg			
MXAN1499	ThiF domain protein		Unknown function	General	not reg			
MXAN1515	thioesterase family protein		Unknown function	General	not reg			
MXAN1525	FHA domain/GGDEF domain protein		Unknown function	General	not reg			
MXAN1532	DNA topoisomerase domain protein		Unknown function	General	not reg			
MXAN1541	SNF2/helicase domain protein		Unknown function	General	not reg			
MXAN1542	PBS lyase HEAT repeat-like domain protein		Unknown function	General	not reg			
MXAN1545	Sua5/YciO/YrdC/YwlC family protein		Unknown function	General	not reg			
MXAN1567	urea amidolyase-like protein		Unknown function	General	not reg			
MXAN1568	LamB/YcsF family/allophanate hydrolase family protein		Unknown function	General	not reg			
MXAN1574	TfoX domain protein		Unknown function	General	not reg			
MXAN1614	TldD/PmbA family protein		Unknown function	General	not reg			
MXAN1615	TldD/PmbA family protein		Unknown function	General	not reg			
MXAN1638	epimerase domain protein		Unknown function	General	not reg			
MXAN1658	WD domain G-beta repeat protein		Unknown function	General	not reg			
MXAN1668	serine/threonine kinase associate protein KapC	kapC	Unknown function	General	not reg			
MXAN1706	kelch domain protein		Unknown function	General	not reg			
MXAN1713	"peptidyl-prolyl cis-trans isomerase, FKBP-type domain protein"		Unknown function	General	not reg			
MXAN1733	cysteine-rich repeat protein		Unknown function	General	not reg			
MXAN1763	kelch domain protein		Unknown function	General	not reg			
MXAN1770	LppY/LpqO family protein		Unknown function	General	not reg			
MXAN1807	"DNA-binding protein, excisionase family"		Unknown function	General	not reg			
MXAN1810	RDD family protein		Unknown function	General	not reg			
MXAN1855	IPT/TIG domain protein		Unknown function	General	not reg			
MXAN1895	DNA-binding protein		Unknown function	General	not reg			
MXAN1918	cyclic nucleotide-binding domain protein		Unknown function	General	not reg			
MXAN1921	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN1922	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN1937	cytidine and deoxycytidylate deaminase zinc-binding domain protein		Unknown function	General	not reg			
MXAN1945	polysaccharide deacetylase domain protein		Unknown function	General	not reg			
MXAN1948	TPR domain protein		Unknown function	General	not reg			
MXAN1953	cyclic nucleotide-binding domain protein		Unknown function	General	not reg			
MXAN1961	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN1966	CoA binding domain protein		Unknown function	General	not reg			
MXAN1969	patatin-like phospholipase family protein		Unknown function	General	not reg			
MXAN1979	ThiF domain protein		Unknown function	General	not reg			
MXAN1987	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2000	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2001	FHA domain protein		Unknown function	General	not reg			
MXAN2023	BolA/YrbA family protein		Unknown function	General	not reg			
MXAN2028	DTW domain protein		Unknown function	General	not reg			
MXAN2040	MaoC domain protein		Unknown function	General	not reg			
MXAN2061	HAMP domain/HD domain protein		Unknown function	General	not reg			
MXAN2062	LysM domain protein		Unknown function	General	not reg			
MXAN2077	protein kinase domain protein		Unknown function	General	not reg			
MXAN2089	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2109	hyalin repeat protein		Unknown function	General	not reg			
MXAN2162	ankyrin repeat protein		Unknown function	General	not reg			
MXAN2170	fibronectin type III domain protein		Unknown function	General	not reg			
MXAN2186	B12 binding domain protein		Unknown function	General	not reg			
MXAN2207	BioY family protein		Unknown function	General	not reg			
MXAN2225	lipase domain protein		Unknown function	General	not reg			
MXAN2232	pirin family protein		Unknown function	General	not reg			
MXAN2247	Bap1	bap1	Unknown function	General	not reg			
MXAN2257	FHA domain protein		Unknown function	General	not reg			
MXAN2258	SNF2/helicase domain protein		Unknown function	General	not reg			
MXAN2259	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2266	thioredoxin domain protein		Unknown function	General	not reg			
MXAN2284	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2305	tonB domain protein		Unknown function	General	not reg			
MXAN2307	LysM domain protein		Unknown function	General	not reg			
MXAN2310	PIN domain protein		Unknown function	General	not reg			
MXAN2316	EF hand domain protein		Unknown function	General	not reg			
MXAN2331	Sir2 family protein		Unknown function	General	not reg			
MXAN2375	amidohydrolase domain protein		Unknown function	General	not reg			
MXAN2378	SET domain protein		Unknown function	General	not reg			
MXAN2397	YcaO-like fatty acid binding domain protein		Unknown function	General	not reg			
MXAN2424	EAL domain protein		Unknown function	General	not reg			
MXAN2441	FliH family protein		Unknown function	General	not reg			
MXAN2443	FliJ family protein		Unknown function	General	not reg			
MXAN2447	type III secretion system protein		Unknown function	General	not reg			
MXAN2448	FliQ/MopD/SpaQ family protein		Unknown function	General	not reg			
MXAN2449	FliR/MopE/SpaR family protein		Unknown function	General	not reg			
MXAN2450	FlhB/HrpN/YscU/SpaS family protein		Unknown function	General	not reg			
MXAN2451	FlhB/HrpN/YscU/SpaS family protein		Unknown function	General	not reg			
MXAN2459	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2461	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2464	FHA domain protein		Unknown function	General	not reg			
MXAN2465	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2467	RDD domain protein		Unknown function	General	not reg			
MXAN2520	FHA domain/tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2521	cyclic nucleotide-binding domain protein		Unknown function	General	not reg			
MXAN2530	EAL domain protein		Unknown function	General	not reg			
MXAN2533	ybaK/ebsC protein		Unknown function	General	not reg			
MXAN2552	TPR domain protein		Unknown function	General	not reg			
MXAN2559	"peptidase family M22, nonpeptidase-like protein"		Unknown function	General	not reg			
MXAN2589	HesB/YadR/YfhF family protein		Unknown function	General	not reg			
MXAN2590	thioesterase domain protein		Unknown function	General	not reg			
MXAN2614	PAP2 family protein		Unknown function	General	not reg			
MXAN2619	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2621	FHA domain protein		Unknown function	General	not reg			
MXAN2643	GAF/GGDEF domain protein		Unknown function	General	not reg			
MXAN2692	metalloenzyme domain protein		Unknown function	General	not reg			
MXAN2694	putative GTP-binding protein		Unknown function	General	not reg			
MXAN2723	adenylate/guanylate cyclase domain protein		Unknown function	General	not reg			
MXAN2724	ferredoxin-related protein		Unknown function	General	not reg			
MXAN2732	thioesterase family protein		Unknown function	General	not reg			
MXAN2744	CvpA family protein		Unknown function	General	not reg			
MXAN2755	CAAX amino terminal protease family protein		Unknown function	General	not reg			
MXAN2757	"DNA polymerase IV, X family/PHP domain protein"		Unknown function	General	not reg			
MXAN2773	"ATPase, AAA family"		Unknown function	General	not reg			
MXAN2775	PDZ domain protein		Unknown function	General	not reg			
MXAN2776	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN2777	tonB domain protein		Unknown function	General	not reg			
MXAN2805	PBS lyase HEAT-like repeat protein		Unknown function	General	not reg			
MXAN2808	OB-fold nucleic acid binding domain protein		Unknown function	General	not reg			
MXAN2836	Aha1 domain protein		Unknown function	General	not reg			
MXAN2846	recombination factor protein RarA		Unknown function	General	not reg			
MXAN2859	SNF2/helicase domain protein		Unknown function	General	not reg			
MXAN2873	NHL repeat domain protein		Unknown function	General	not reg			
MXAN2878	putative bacterioferritin		Unknown function	General	not reg			
MXAN2895	"ATPase, AAA family"		Unknown function	General	not reg			
MXAN2904	ThiF domain protein		Unknown function	General	not reg			
MXAN2924	"general secretory system II protein E, N-terminal domain protein"		Unknown function	General	not reg			
MXAN2984	DHH family/DHHA1 domain protein		Unknown function	General	not reg			
MXAN2989	"ATPase, AAA family"		Unknown function	General	not reg			
MXAN2997	HAMP domain/GAF domain/GGDEF domain protein		Unknown function	General	not reg			
MXAN3007	tRNA (uracil-5-)-methyltransferase Gid	gid	Unknown function	General	not reg			
MXAN3017	TPR domain protein		Unknown function	General	not reg			
MXAN3019	MaoC domain protein		Unknown function	General	not reg			
MXAN3024	putative GTP-binding protein YihA		Unknown function	General	not reg			
MXAN3058	PBS lyase HEAT repeat-like domain protein		Unknown function	General	not reg			
MXAN3104	FHA domain protein		Unknown function	General	not reg			
MXAN3195	"ATPase, AAA family"		Unknown function	General	not reg			
MXAN3203	FHA domain protein		Unknown function	General	not reg			
MXAN3210	penicillin-binding protein transpeptidase domain protein		Unknown function	General	not reg			
MXAN3218	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN3335	indigoidine synthase A-like protein		Unknown function	General	not reg			
MXAN3347	HNH endonuclease domain protein		Unknown function	General	not reg			
MXAN3359	transglutaminase-like superfamily domain protein		Unknown function	General	not reg			
MXAN3391	Aha1 domain family protein		Unknown function	General	not reg			
MXAN3403	"6-O-methylguanine DNA methyltransferase, DNA-binding domain protein"		Unknown function	General	not reg			
MXAN3404	FHA domain protein		Unknown function	General	not reg			
MXAN3425	multicopper oxidase domain protein		Unknown function	General	not reg			
MXAN3430	thioesterase domain protein		Unknown function	General	not reg			
MXAN3437	molybdopterin-binding domain protein		Unknown function	General	not reg			
MXAN3438	tetratricopeptide repeat protein		Unknown function	General	not reg			
MXAN3503	cupin domain protein		Unknown function	General	not reg			
